KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
itmEgg,A mystery egg about the size of an Ostrich egg with a red yolk. I have no idea what animal it came from or IF it came from an animal. It's probably not a good idea to eat this raw.,,,,"Un huevo misterioso del tamaño de un huevo de avestruz con yema roja. No tengo idea de qué animal proviene o SI proviene de un animal. Probablemente no sea buena idea comerlo crudo.",,,,,,,,,,,,
itmVaronRoot,A tough and extremely spicy root from the Varon plant. Possesses detectable concentrations of both a powerful stimulant and a muscle relaxant.,,,,"Una raíz dura y extremadamente picante de la planta Varon. Posee concentraciones detectables de un potente estimulante y un relajante muscular.",,,,,,,,,,,,
itmStimulant,A toxic plant that has developed something similar to caffeine as a defense against being eaten by wildlife.,,,,"Una planta tóxica que ha desarrollado algo similar a la cafeína como defensa contra ser comida por animales salvajes.",,,,,,,,,,,,
itmAlienTooth,A sharp tooth of some unidentified alien creature. It appears to be hollow.,,,,"Un diente afilado de alguna criatura alienígena no identificada. Parece estar hueco.",,,,,,,,,,,,
itmRibs,Some delicious spare ribs coated in special barbeque sauce. Why are these things so messy to eat?,,,,"Costillas deliciosas cubiertas con una salsa barbacoa especial. ¿Por qué son tan desordenadas de comer?",,,,,,,,,,,,
itmOrange,A strange orange-like fruit. The zirax seem to eat them but I have no idea where they get them.,,,,"Una fruta extraña parecida a una naranja. Los zirax parecen comerlas, pero no tengo idea de dónde las obtienen.",,,,,,,,,,,,
itmVeggieBurger,A tasty sub containing leafy greens and crisp vegetables on wholegrain bread. But where's the sauce?,,,,"Un sabroso sub con hojas verdes y vegetales crujientes en pan integral. Pero, ¿dónde está la salsa?",,,,,,,,,,,,
itmFusionCell,An advanced and unstable promethium fuel cell that utilizes hydrogen as a neutron moderator to contain a nuclear chain-reaction that would normally occur in this state.,,,,"Una celda de combustible de prometio avanzada e inestable que utiliza hidrógeno como moderador de neutrones para contener una reacción en cadena nuclear que normalmente ocurriría en este estado.",,,,,,,,,,,,
itmMilk,A bottle of questionable milk. At least it's not blue...,,,,"Una botella de leche cuestionable. Al menos no es azul...",,,,,,,,,,,,
itmCheese,A wedge of strong-smelling cheese that would probably be good with a bottle of wine or on a cheeseburger.,,,,"Un trozo de queso de olor fuerte que probablemente sería bueno con una botella de vino o en una hamburguesa con queso.",,,,,,,,,,,,
itmBeer,Beer from an Andromedan brewery. It's a strong beer with higher alcohol content than most terran beers.\n[c][FF0000]May cause Drunkeness:[-][/c] [c][FFFFFF]Slight Regeneration while drunk[-][/c],,,,"Cerveza de una cervecería andromedana. Es una cerveza fuerte con mayor contenido alcohólico que la mayoría de las cervezas terranas.\n[c][FF0000]Puede causar embriaguez:[-][/c] [c][FFFFFF]Regeneración ligera mientras estás borracho[-][/c]",,,,,,,,,,,,
itmNutrientSolution,A bottle of mineral fertilizer for growing plants and trees.,,,,"Una botella de fertilizante mineral para el crecimiento de plantas y árboles.",,,,,,,,,,,,
itmRottenFood,This used to be edible at one point. I wouldn't risk it anymore.,,,,"Esto solía ser comestible en algún momento. Ya no me arriesgaría.",,,,,,,,,,,,
itmHerbalLeaves,Herbal leaves with many medicinal uses when processed and concentrated.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Food Poisoning[-][c][FF0000] (50%)[-][/c],,,,"Hojas herbales con muchos usos medicinales cuando se procesan y concentran.\n\n[c][00FF00][b]Trata:[/b][-][/c]\n[c][FFFFFF]Intoxicación alimentaria[-][c][FF0000] (50%)[-][/c]",,,,,,,,,,,,
itmRadiationImmunityShot,An auto-injector loaded with a complex iodine-based drug that reduces the body's absorption of harmful radiation for 5 minutes.\n\n[c][FFFFFF]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Un auto-inyector cargado con un complejo fármaco a base de yodo que reduce la absorción de radiación dañina por 5 minutos.\n\n[c][FFFFFF]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmPhoenixFern,A soft fibrous frond that has some medical applications.,,,,"Un fronde suave y fibroso que tiene algunas aplicaciones médicas.",,,,,,,,,,,,
itmBoiledEgg,A large and rich hard-boiled egg that's perfect for salads or on it's own.,,,,"Un huevo grande y rico cocido duro, perfecto para ensaladas o para comer solo.",,,,,,,,,,,,
itmTrumpetGreens,A rare type of vegetable that's high in vitamins and antioxidants.,,,,"Un tipo raro de vegetal, alto en vitaminas y antioxidantes.",,,,,,,,,,,,
itmBrafusFungi,A poisonous fungus that contains extremely potent effects that rapidly stimulate healing but dangerously relaxes the muscles.,,,,"Un hongo venenoso que contiene efectos extremadamente potentes que estimulan la curación rápidamente pero relajan peligrosamente los músculos.",,,,,,,,,,,,
itmConfettiMoss,A resilient type of moss found to possess a powerful stimulant equal to medical-grade adrenaline.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Dermal Burn[-][c][FF0000] (50%)[-][/c]\n[c][FFFFFF]Infected Wound[-][c][FF0000] (50%)[-][/c],,,,"Un tipo resistente de musgo que posee un potente estimulante equivalente a la adrenalina de grado médico.\n\n[c][00FF00][b]Trata:[/b][-][/c]\n[c][FFFFFF]Quemadura dérmica[-][c][FF0000] (50%)[-][/c]\n[c][FFFFFF]Herida infectada[-][c][FF0000] (50%)[-][/c]",,,,,,,,,,,,
itmFireMoss,A dangerous variant of confetti moss that possess a neurotoxin when ingested causes extreme stress on the heart and muscles.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Fever[-][c][FF0000] (50%)[-][/c]\n[c][FFFFFF]Poison[-][c][FF0000] (20%)[-][/c],,,,"Una variante peligrosa del musgo confeti que posee una neurotoxina; al ingerirse, causa estrés extremo al corazón y los músculos.\n\n[c][00FF00][b]Trata:[/b][-][/c]\n[c][FFFFFF]Fiebre[-][c][FF0000] (50%)[-][/c]\n[c][FFFFFF]Veneno[-][c][FF0000] (20%)[-][/c]",,,,,,,,,,,,
itmRations,Military-issue ration packs. Like eating a boot with sauce...,,,,"Paquetes de raciones militares. Como comer una bota con salsa...",,,,,,,,,,,,
itmPlantProtein,Powdered protein extracted from protein-rich plant matter. It's used in a number applications from food production to a binding agent in medication.,,,,"Proteína en polvo extraída de materia vegetal rica en proteínas. Se utiliza en varias aplicaciones, desde la producción de alimentos hasta como agente aglutinante en medicamentos.",,,,,,,,,,,,
itmWaterContainer,A large container of untreated water that can be used as coolant or to extinguish a fire.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Un gran contenedor de agua sin tratar que puede usarse como refrigerante o para apagar un incendio.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmWaterBottle,A bottle of purified water that will keep you cool and hydrated.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una botella de agua purificada que te mantendrá fresco e hidratado.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmMushroom,A type of large brown mushroom that may or may not have psychoactive properties.,,,,"Un tipo de hongo marrón grande que puede o no tener propiedades psicoactivas.",,,,,,,,,,,,
itmAlienThorn,A hollow needle with a point as fine as any hypodermic needle.,,,,"Una aguja hueca con una punta tan fina como cualquier aguja hipodérmica.",,,,,,,,,,,,
itmSpikeLemon,A yellow fruit covered in fat spikes that's extremely sour.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Poison[-][c][FFBB00] (50%)[-][/c]\n[c][FFFFFF]Hangover[-][c][FFBB00] (75%)[-][/c],,,,"Una fruta amarilla cubierta de gruesas espinas que es extremadamente ácida.\n\n[c][00FF00][b]Trata:[/b][-][/c]\n[c][FFFFFF]Veneno[-][c][FFBB00] (50%)[-][/c]\n[c][FFFFFF]Resaca[-][c][FFBB00] (75%)[-][/c]",,,,,,,,,,,,
itmSpikyMushroom,A large mushroom with a spiny exterior.,,,,"Un hongo grande con un exterior espinoso.",,,,,,,,,,,,
itmVegetables,A large starchy vegetable that has many culinary applications.,,,,"Una verdura grande y almidonada con muchas aplicaciones culinarias.",,,,,,,,,,,,
itmFlour,Fine powder made from grinding grain that's used in breads and pastries.,,,,"Polvo fino hecho de moler grano, usado en panes y pasteles.",,,,,,,,,,,,
itmMeatBurger,Here's a real burger with a nice fat meaty patty and cheese. Not a trace of a vegetable in sight.,,,,"Aquí hay una verdadera hamburguesa con una jugosa carne y queso. Ni rastro de vegetales a la vista.",,,,,,,,,,,,
itmHam,Honey-glazed ham that's seasoned with salt and spices.,,,,"Jamón glaseado con miel y sazonado con sal y especias.",,,,,,,,,,,,
itmCannedVegetables,Looks like a can of baked beans. It should keep for a very long time.,,,,"Parece una lata de frijoles horneados. Debería conservarse por mucho tiempo.",,,,,,,,,,,,
itmCannedMeat,I guess they have Spam in every galaxy. This stuff is slightly better than the kind we get back on Earth.,,,,"Supongo que hay Spam en todas las galaxias. Esto es un poco mejor que el que obtenemos en la Tierra.",,,,,,,,,,,,
itmBerries,A sour type of berry unique to the Andromeda galaxy that's rich in anti-oxidants.,,,,"Un tipo de baya ácida única de la galaxia Andrómeda, rica en antioxidantes.",,,,,,,,,,,,
itmPizza,This is a real deep-dish pizza with all the toppings. Not that cheese-covered cardboard they have in some places.,,,,"Una auténtica pizza de masa profunda con todos los ingredientes. No ese cartón cubierto de queso que tienen en algunos lugares.",,,,,,,,,,,,
itmSandwich,A cut sandwich that's quick and easy to eat.,,,,"Un sándwich cortado, rápido y fácil de comer.",,,,,,,,,,,,
itmJerky,Salted and perfectly dried meat that's tough and chewy but will keep for a long time.,,,,"Carne salada y perfectamente secada, dura y masticable, pero que se conserva por mucho tiempo.",,,,,,,,,,,,
itmCurry,A spicy vegetarian dish that'll put heat in your belly and fire in your toilet.,,,,"Un plato vegetariano picante que pone calor en el estómago y fuego en el baño.",,,,,,,,,,,,
itmWaffles,Delicious fluffy waffles drizzled in synthetic maple syrup.,,,,"Deliciosos waffles esponjosos rociados con jarabe de arce sintético.",,,,,,,,,,,,
itmPumpkinCookie,Chocolate chip cookies. A staple of any lunchbox regardless of whether you're a child or a soldier.,,,,"Galletas con chispas de chocolate. Básicas en cualquier lonchera, ya seas niño o soldado.",,,,,,,,,,,,
itmPowerBar,A standard ration bar with the consistency of a rolled up newspaper with as much flavor.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una barra de ración estándar con la consistencia de un periódico enrollado y el mismo sabor.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmFriedVegetables,Lightly fried vegetables that are certainly more palatable than raw potatoes.,,,,"Verduras ligeramente fritas, ciertamente más agradables que las papas crudas.",,,,,,,,,,,,
itmCereal,A bowl of grain cereal with milk. A good start to every day.,,,,"Un tazón de cereal de grano con leche. Un buen comienzo para cada día.",,,,,,,,,,,,
itmFruitPie,A sweet and slightly tart fruit pie that makes a perfect finish for any meal.,,,,"Un pastel de frutas dulce y ligeramente ácido, perfecto como postre para cualquier comida.",,,,,,,,,,,,
itmHerbalTea,A cup of herbal tea that's good for settling an upset stomach or for keeping warm on a cold day.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una taza de té de hierbas, buena para calmar el estómago o para mantener el calor en un día frío.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmSweetener,A sticky and sweet substance harvested from the Ambersap Tendril. This is produced by the plant rather than the insects it attracts.,,,,"Una sustancia pegajosa y dulce extraída del Zarcillo de Ámbar. Es producida por la planta, no por los insectos que atrae.",,,,,,,,,,,,
itmFruitJuice,A bottle of fruit juice with extra pulp.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una botella de jugo de fruta con pulpa extra.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmVegetableJuice,A bottle of pressed vegetable juice. It's certainly... different.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una botella de jugo de vegetales prensados. Definitivamente... diferente.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmBerryJuice,A bottle of pressed berry juice that's quite sour.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una botella de jugo de bayas prensadas, bastante ácido.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmRoots,Tough starchy roots similar in texture and flavor to potatoes.\nPO-TAY-TOES. Boil 'em. Mash 'em. Stick 'em in a stew!,,,,"Raíces duras y almidonadas similares en textura y sabor a las papas.\nPO-TAY-TOES. Hiérvelas. Hazlas puré. ¡Mételas en un estofado!",,,,,,,,,,,,
itmEnergyDrink,A strong stimulant drink that'll greatly boost your stamina.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c],,,,"Una bebida estimulante fuerte que aumentará enormemente tu resistencia.\n\n[c][00FF00]Usar desde la barra de herramientas con LMB o desde el inventario con Shift+RMB[-][/c]",,,,,,,,,,,,
itmDiamond,Raw uncut diamonds made of carbon used in jewellery and industrial processes.,,,,"Diamantes en bruto, sin cortar, hechos de carbono, usados en joyería y procesos industriales.",,,,,,,,,,,,
itmLuxury,A container of various high-priced items from jewellery to designer clothing.,,,,"Un contenedor con varios artículos de alto precio, desde joyas hasta ropa de diseñador.",,,,,,,,,,,,
itmFertilizer,Chemical fertilizer used in commercial farming complexes and plantations.,,,,"Fertilizante químico usado en complejos agrícolas comerciales y plantaciones.",,,,,,,,,,,,
itmLiquor,"A bottle of top shelf, distilled alcohol that fetches a high price on the market.",,,,"Una botella de alcohol destilado de primera calidad, que se vende a alto precio en el mercado.",,,,,,,,,,,,
itmNarcotics,A cargo container full of medical ingredients and drugs.,,,,"Un contenedor de carga lleno de ingredientes médicos y drogas.",,,,,,,,,,,,
itmRobotics,Complex robotic components used in numerous machines and devices.,,,,"Componentes robóticos complejos usados en numerosas máquinas y dispositivos.",,,,,,,,,,,,
itmOptronics,Optical electronic components including precision-lenses and scanning equipment.,,,,"Componentes electrónicos ópticos, incluyendo lentes de precisión y equipos de escaneo.",,,,,,,,,,,,
